STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_Crime,city,lat,lon,state
ARUNACHAL PRADESH,k/kumey,2004,0,1,0,0,0,0,0,1,,,,
ARUNACHAL PRADESH,kameng east,2004,0,2,0,4,0,0,0,6,,,,
ARUNACHAL PRADESH,kameng west,2004,2,2,0,1,0,0,0,5,,,,
ARUNACHAL PRADESH,lohit,2004,5,5,0,8,0,0,0,18,,,,
ARUNACHAL PRADESH,papum pare,2004,4,4,0,8,0,0,0,16,,,,
ARUNACHAL PRADESH,siang east,2004,11,10,0,11,0,1,0,33,,,,
ARUNACHAL PRADESH,siang upper,2004,1,0,0,2,0,0,0,3,,,,
ARUNACHAL PRADESH,siang west,2004,6,6,0,8,0,0,0,20,,,,
ARUNACHAL PRADESH,subansiri lower,2004,0,0,0,1,0,0,0,1,,,,
ARUNACHAL PRADESH,subansiri upper,2004,0,4,0,3,0,1,0,8,,,,
ARUNACHAL PRADESH,tawang,2004,0,0,0,13,0,1,0,14,,,,
ARUNACHAL PRADESH,tirap,2004,1,2,0,1,0,0,0,4,,,,
ARUNACHAL PRADESH,upper dibang valley,2004,0,0,0,0,0,0,0,0,,,,
ARUNACHAL PRADESH,total,2004,42,41,0,61,0,4,0,148,,,,
ASSAM,barpeta,2004,50,60,8,25,4,102,0,249,,,,
ASSAM,bongaigaon,2004,41,46,3,12,0,23,0,125,,,,
ASSAM,c.i.d.,2004,0,0,0,0,0,0,0,0,,,,
ASSAM,cachar,2004,46,92,4,114,0,256,0,512,,,,
ASSAM,darrang,2004,55,38,7,55,0,38,0,193,,,,
ASSAM,dhemaji,2004,53,40,0,33,0,74,0,200,,,,
ASSAM,dhubri,2004,79,65,9,110,1,183,0,447,dhubri,26.132275,90.1249962, Assam
ASSAM,dibrugarh,2004,58,68,4,50,0,63,0,243,,,,
ASSAM,g.r.p.,2004,2,3,0,2,0,7,0,14,,,,
ASSAM,goalpara,2004,50,51,3,8,0,119,0,231,goalpara,26.0491877,90.6001859, Assam
ASSAM,golaghat,2004,62,70,0,31,0,79,0,242,,,,
ASSAM,guwahati city,2004,88,228,3,45,0,55,0,419,,,,
ASSAM,hailakandi,2004,18,25,2,4,1,23,0,73,,,,
ASSAM,jorhat,2004,32,32,0,32,0,35,0,131,jorhat,26.7577925,94.2079645, Assam
ASSAM,kamrup,2004,59,110,3,26,0,67,0,265,kamrup,26.1468861,91.2227397, Assam
ASSAM,karbi anglong,2004,14,11,0,8,0,8,0,41,,,,
ASSAM,karimganj,2004,32,31,8,4,0,67,0,142,,,,
ASSAM,kokrajhar,2004,33,24,2,41,0,45,0,145,,,,
ASSAM,lakhimpur,2004,56,94,1,46,0,112,0,309,lakhimpur,27.1763356,94.1992932, Assam
ASSAM,morigaon,2004,36,43,2,12,0,23,0,116,,,,
ASSAM,n.c.hills,2004,1,6,0,3,0,21,0,31,,,,
ASSAM,nagaon,2004,91,134,6,69,5,203,0,508,,,,
ASSAM,nalbari,2004,29,48,3,48,0,23,0,151,nalbari,26.3533632,91.3983662, Assam
ASSAM,r.p.o.,2004,5,0,0,2,0,7,0,14,,,,
ASSAM,sibsagar,2004,49,81,0,12,0,92,0,234,,,,
ASSAM,sonitpur,2004,87,101,5,60,0,167,0,420,sonitpur,26.7677707,92.7014089, Assam
ASSAM,tinsukia,2004,45,51,1,31,0,53,0,181,,,,
ASSAM,total,2004,1171,1552,74,883,11,1945,0,5636,,,,
BIHAR,araria,2004,34,22,11,13,0,27,0,107,araria,26.1346459,87.4654062, Bihar
BIHAR,arwal,2004,2,0,16,0,0,10,0,28,,,,
BIHAR,aurangabad,2004,18,27,40,0,0,33,0,118,aurangabad,19.877263,75.3390241, Maharashtra
BIHAR,bagaha,2004,23,15,5,12,0,7,0,62,,,,
BIHAR,banka,2004,44,22,25,5,0,15,0,111,banka,24.8328273,86.8161114, Bihar
BIHAR,begusarai,2004,23,8,15,5,0,55,0,106,,,,
BIHAR,bettiah,2004,128,40,29,9,0,161,0,367,,,,
BIHAR,bhabhua,2004,20,13,28,8,0,24,0,93,,,,
BIHAR,bhagalpur,2004,63,59,12,13,0,226,0,373,,,,
BIHAR,bhojpur,2004,9,9,34,42,0,68,0,162,bhojpur,25.4501182,84.5635193, Bihar
BIHAR,buxar,2004,13,5,21,13,0,37,1,90,buxar,25.5044834,84.1097525, Bihar
BIHAR,darbhanga,2004,59,15,33,0,0,70,6,183,darbhanga,26.08299,86.0324951, Bihar
BIHAR,gaya,2004,19,30,36,42,0,58,0,185,,,,
BIHAR,gopalganj,2004,39,27,38,5,9,132,0,250,,,,
BIHAR,jamalpur rly.,2004,0,1,3,1,0,0,0,5,,,,
BIHAR,jamui,2004,31,11,11,29,0,45,0,127,jamui,24.7562514,86.3011128, Bihar
BIHAR,jehanabad,2004,6,8,6,19,0,25,0,64,jehanabad,25.1529579,85.0065043, Bihar
BIHAR,katihar,2004,79,34,19,9,0,34,0,175,,,,
BIHAR,katihar rly.,2004,2,3,0,1,0,1,0,7,,,,
BIHAR,khagaria,2004,18,10,9,10,0,27,0,74,khagaria,25.4930513,86.6982264, Bihar
BIHAR,kishanganj,2004,32,80,4,25,0,36,0,177,kishanganj,26.2984144,87.9466715, Bihar
BIHAR,lakhisarai,2004,13,13,10,4,0,9,0,49,,,,
BIHAR,madhepura,2004,11,11,7,4,0,8,0,41,madhepura,25.7806118,86.9364753, Bihar
BIHAR,madhubani,2004,61,33,34,121,0,111,0,360,madhubani,26.3503076,86.2296424, Bihar
BIHAR,motihari,2004,29,56,45,15,0,93,0,238,,,,
BIHAR,munger,2004,11,14,20,12,0,40,0,97,,,,
BIHAR,muzaffarpur,2004,166,42,72,11,0,206,0,497,muzaffarpur,26.1482548,85.3316097, Bihar
BIHAR,muzaffarpur rly.,2004,2,3,0,1,0,1,0,7,,,,
BIHAR,nalanda,2004,43,32,68,43,0,110,3,299,,,,
BIHAR,naugachia,2004,7,4,8,1,0,11,0,31,,,,
BIHAR,nawadah,2004,37,12,16,5,0,23,0,93,,,,
BIHAR,patna,2004,46,39,44,28,3,147,0,307,patna,25.6093239,85.1235252, Bihar
BIHAR,patna rly.,2004,2,0,1,13,0,1,0,17,,,,
BIHAR,purnea,2004,62,6,11,3,0,19,2,103,,,,
BIHAR,rohtas,2004,12,14,35,38,0,36,0,135,rohtas,24.9394143,84.0197031, Bihar
BIHAR,saharsa,2004,21,21,11,39,0,13,0,105,,,,
BIHAR,samastipur,2004,28,16,44,9,0,40,21,158,samastipur,25.7747885,85.8672314, Bihar
BIHAR,saran,2004,17,51,38,12,0,258,2,378,,,,
BIHAR,sheikhpura,2004,3,4,6,14,0,16,0,43,sheikhpura,25.1250741,85.8160771, Bihar
BIHAR,sheohar,2004,13,6,5,9,0,6,0,39,sheohar,26.4934234,85.2717561, Bihar
BIHAR,sitamarhi,2004,70,30,21,9,0,100,0,230,,,,
BIHAR,siwan,2004,7,39,33,6,0,74,0,159,,,,
BIHAR,supaul,2004,25,7,7,20,0,18,0,77,supaul,26.2768089,86.7959614, Bihar
BIHAR,vaishali,2004,42,105,98,26,1,248,0,520,vaishali,25.7491703,85.3972164, Bihar
BIHAR,total,2004,1390,997,1029,704,13,2679,35,6847,,,,
CHHATTISGARH,balrampur,2004,27,6,0,32,23,14,0,102,balrampur,27.4476988,82.3956245, Uttar Pradesh
CHHATTISGARH,bilaspur,2004,61,21,9,179,8,102,0,380,bilaspur,22.1638486,82.1365923, Chhattisgarh
CHHATTISGARH,bizapur,2004,3,1,1,10,0,1,0,16,,,,
CHHATTISGARH,dantewara,2004,11,3,1,8,3,1,0,27,,,,
CHHATTISGARH,dhamtari,2004,37,1,0,64,8,16,0,126,dhamtari,20.5326259,81.7155987, Chattisgarh
CHHATTISGARH,durg,2004,124,30,10,253,23,114,0,554,durg,21.1982964,81.4007922, Chattisgarh
CHHATTISGARH,grp raipur,2004,2,1,0,2,0,1,0,6,,,,
CHHATTISGARH,jagdalpur,2004,82,20,0,69,1,16,0,188,,,,
CHHATTISGARH,janjgir,2004,30,5,7,104,15,75,0,236,janjgir,22.0090841,82.578896, Chattisgarh
CHHATTISGARH,jashpur,2004,56,4,1,60,4,10,0,135,jashpur,22.770251,83.9708013, Chattisgarh
CHHATTISGARH,kabirdham,2004,22,4,5,70,2,19,0,122,,,,
CHHATTISGARH,kanker,2004,22,10,0,43,2,10,0,87,kanker,20.2692747,81.4932111, Chattisgarh
CHHATTISGARH,korba,2004,34,6,5,49,7,32,0,133,korba,22.5198217,82.6350029, Chattisgarh
CHHATTISGARH,koriya,2004,50,4,2,109,1,36,0,202,,,,
CHHATTISGARH,mahasamund,2004,35,3,6,54,1,26,0,125,mahasamund,21.1922846,82.4890263, Chattisgarh
CHHATTISGARH,narayanpur,2004,1,0,0,2,0,0,0,3,,,,
CHHATTISGARH,raigarh,2004,45,13,7,78,5,30,0,178,,,,
CHHATTISGARH,raipur,2004,143,27,10,253,19,134,0,586,raipur,21.2380912,81.6336993, Chattisgarh
CHHATTISGARH,rajnandgaon,2004,61,2,5,74,8,40,0,190,rajnandgaon,21.0684425,80.7970779, Chattisgarh
CHHATTISGARH,sarguja,2004,123,13,2,148,1,64,0,351,,,,
CHHATTISGARH,total,2004,969,174,71,1661,131,741,0,3747,,,,
GOA,north goa,2004,13,2,2,16,8,6,0,47,,,,
GOA,south goa,2004,24,8,0,7,7,11,0,57,,,,
GOA,total,2004,37,10,2,23,15,17,0,104,,,,
GUJARAT,ahmedabad commr.,2004,40,122,10,63,20,768,0,1023,,,,
GUJARAT,ahmedabad rural,2004,12,28,1,22,0,65,0,128,,,,
GUJARAT,ahwa-dang,2004,2,0,0,3,0,3,0,8,,,,
GUJARAT,amreli,2004,5,23,1,26,3,116,0,174,amreli,21.4176122,71.249609, Gujarat
GUJARAT,anand,2004,12,39,0,24,3,116,0,194,anand,22.5586555,72.9627227, Gujarat
GUJARAT,bharuch,2004,14,16,0,27,4,65,0,126,bharuch,21.7080427,72.9956936, Gujarat
GUJARAT,bhavnagar,2004,22,60,0,41,74,137,0,334,bhavnagar,21.7718836,72.1416449, Gujarat
GUJARAT,dahod,2004,9,23,0,26,0,20,0,78,dahod,22.9194099,74.1342725, Gujarat
GUJARAT,gandhinagar,2004,8,11,2,16,3,90,0,130,gandhinagar,23.2232877,72.6492267, Gujarat
GUJARAT,himatnagar,2004,10,43,0,61,0,204,0,318,,,,
GUJARAT,jamnagar,2004,8,27,0,26,4,171,0,236,jamnagar,22.4732415,70.0552102, Gujarat
GUJARAT,junagadh,2004,9,41,13,49,9,368,0,489,,,,
GUJARAT,kheda north,2004,8,22,0,27,0,139,0,196,,,,
GUJARAT,kutch,2004,13,34,1,26,0,217,0,291,,,,
GUJARAT,mehsana,2004,4,47,2,25,0,185,0,263,,,,
GUJARAT,narmada,2004,6,7,0,2,0,10,0,25,,,,
GUJARAT,navsari,2004,5,7,1,5,0,19,0,37,navsari,20.952407,72.9323831, Gujarat
GUJARAT,palanpur,2004,21,36,0,33,1,133,0,224,,,,
GUJARAT,panchmahal,2004,7,28,0,33,3,70,0,141,,,,
GUJARAT,patan,2004,6,27,0,19,0,103,0,155,patan,23.773753,71.6798581, Gujarat
GUJARAT,porbandar,2004,1,4,0,5,0,41,0,51,porbandar,21.6029751,69.8538067, Gujarat
GUJARAT,rajkot commr.,2004,9,32,4,10,10,184,0,249,,,,
GUJARAT,rajkot rural,2004,17,41,3,47,4,265,0,377,,,,
GUJARAT,surat commr.,2004,24,47,17,21,6,102,0,217,,,,
GUJARAT,surat rural,2004,14,13,3,11,2,33,0,76,,,,
GUJARAT,surendranagar,2004,13,23,0,35,0,63,0,134,surendranagar,22.8251395,71.6209736, Gujarat
GUJARAT,vadodara commr.,2004,6,34,0,10,8,140,0,198,,,,
GUJARAT,vadodara rural,2004,22,54,0,43,0,84,0,203,,,,
GUJARAT,valsad,2004,9,16,0,12,0,40,0,77,,,,
GUJARAT,w.rly,2004,3,0,0,9,10,4,0,26,,,,
GUJARAT,total,2004,339,905,58,757,164,3955,0,6178,,,,
HARYANA,ambala,2004,10,22,11,25,27,227,0,322,ambala,30.3843674,76.770421, Haryana
HARYANA,bhiwani,2004,28,12,28,19,0,68,0,155,bhiwani,28.7931703,76.1391283, Haryana
HARYANA,faridabad,2004,42,49,28,45,585,157,0,906,faridabad,28.4031478,77.3105561, Haryana
HARYANA,fatehabad,2004,9,9,6,17,3,38,0,82,fatehabad,29.5359209,75.5752901, Haryana
HARYANA,grp,2004,2,0,7,3,111,0,0,123,,,,
HARYANA,gurgaon,2004,36,34,21,21,18,115,0,245,gurgaon,28.4646148,77.0299194, Haryana
HARYANA,hissar,2004,16,31,12,18,9,127,0,213,,,,
HARYANA,jhajjar,2004,11,7,14,17,18,104,0,171,,,,
HARYANA,jind,2004,7,6,14,2,18,31,0,78,jind,29.3152073,76.314082, Haryana
HARYANA,kaithal,2004,18,9,9,13,0,136,0,185,kaithal,29.7996588,76.3989903, Haryana
HARYANA,karnal,2004,31,12,15,23,0,242,0,323,karnal,29.7255766,76.9106924, Haryana
HARYANA,kurukshetra,2004,21,5,15,28,20,120,0,209,kurukshetra,29.9693747,76.8482787, Haryana
HARYANA,mahendragarh,2004,20,11,8,18,0,36,0,93,,,,
HARYANA,panchkula,2004,6,5,4,53,0,57,0,125,panchkula,30.6975401,76.8551066, Haryana
HARYANA,panipat,2004,38,8,4,14,8,152,0,224,panipat,29.3912753,76.9771675, Haryana
HARYANA,rewari,2004,16,21,8,24,0,48,0,117,rewari,28.1956468,76.6165179, Haryana
HARYANA,rohtak,2004,29,13,15,14,21,45,0,137,rohtak,28.9010899,76.5801935, Haryana
HARYANA,sirsa,2004,17,6,9,17,0,102,0,151,sirsa,29.6063041,74.9036568, Haryana
HARYANA,sonipat,2004,13,20,16,22,12,88,0,171,sonipat,28.9953758,77.0233627, Haryana
HARYANA,yamunanagar,2004,16,12,7,10,0,133,0,178,,,,
HARYANA,total,2004,386,292,251,403,850,2026,0,4208,,,,
HIMACHAL PRADESH,bilaspur,2004,10,5,0,28,0,28,0,71,bilaspur,22.1638486,82.1365923, Chhattisgarh
HIMACHAL PRADESH,chamba,2004,14,20,1,22,0,11,0,68,chamba,32.6923316,76.1631552, Himachal Pradesh
HIMACHAL PRADESH,g.r.p.,2004,0,0,0,0,0,0,0,0,,,,
HIMACHAL PRADESH,hamirpur,2004,5,7,0,24,2,23,0,61,hamirpur,31.6539866,76.5403633, Himachal Pradesh
HIMACHAL PRADESH,kangra,2004,15,10,2,34,1,57,0,119,kangra,32.0768665,76.2985872, Himachal Pradesh
HIMACHAL PRADESH,kinnaur,2004,8,3,0,4,0,4,0,19,,,,
HIMACHAL PRADESH,kullu,2004,13,11,1,11,1,10,0,47,kullu,31.9578974,77.1089232, Himachal Pradesh
HIMACHAL PRADESH,lahaul-spiti,2004,0,0,0,0,0,1,0,1,,,,
HIMACHAL PRADESH,mandi,2004,15,6,1,56,2,29,0,109,mandi,31.6516617,77.0092542, Himachal Pradesh
HIMACHAL PRADESH,shimla,2004,34,14,1,43,6,24,0,122,shimla,31.1041526,77.1709729, Himachal Pradesh
HIMACHAL PRADESH,sirmaur,2004,9,10,1,23,4,15,0,62,,,,
HIMACHAL PRADESH,solan,2004,20,8,0,27,0,28,0,83,solan,30.9077569,77.1023645, Himachal Pradesh
HIMACHAL PRADESH,una,2004,10,5,1,12,0,22,0,50,una,31.5834642,76.2351452, Himachal Pradesh
HIMACHAL PRADESH,total,2004,153,99,8,284,16,252,0,812,,,,
JAMMU & KASHMIR,anantnag,2004,17,49,0,88,24,0,0,178,anantnag,33.74611,75.1854475, Jammu and Kashmir
JAMMU & KASHMIR,awantipora,2004,8,10,0,23,2,0,0,43,,,,
JAMMU & KASHMIR,baramulla,2004,15,74,1,167,36,0,0,293,,,,
JAMMU & KASHMIR,border,2004,4,10,0,10,7,2,0,33,,,,
JAMMU & KASHMIR,budgam,2004,6,54,0,87,14,0,0,161,,,,
JAMMU & KASHMIR,crime jammu,2004,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,crime srinagar,2004,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,doda,2004,4,20,0,13,3,1,0,41,,,,
JAMMU & KASHMIR,ganderbal,2004,12,29,0,80,7,0,0,128,,,,
JAMMU & KASHMIR,handwara,2004,7,30,0,43,4,0,0,84,,,,
JAMMU & KASHMIR,jammu,2004,19,54,5,24,65,38,0,205,jammu,32.7185614,74.8580917, Jammu & Kashmir
JAMMU & KASHMIR,kargil,2004,1,1,0,1,0,0,0,3,,,,
JAMMU & KASHMIR,kathua,2004,10,15,0,11,7,6,0,49,kathua,32.3901836,75.5251452, Jammu & Kashmir
JAMMU & KASHMIR,kulgam,2004,11,37,0,23,3,0,0,74,,,,
JAMMU & KASHMIR,kupwara,2004,20,40,0,61,7,0,0,128,,,,
JAMMU & KASHMIR,leh,2004,3,4,0,3,0,1,0,11,,,,
JAMMU & KASHMIR,poonch,2004,11,18,0,7,3,2,0,41,,,,
JAMMU & KASHMIR,pulwama,2004,0,39,1,35,4,1,0,80,,,,
JAMMU & KASHMIR,railways,2004,1,0,0,0,0,0,0,1,,,,
JAMMU & KASHMIR,rajouri,2004,22,27,2,23,2,7,0,83,rajouri,33.3772495,74.3132332, Jammu & Kashmir
JAMMU & KASHMIR,ramban,2004,7,12,0,8,1,0,0,28,,,,
JAMMU & KASHMIR,reasi,2004,5,9,0,5,7,4,0,30,,,,
JAMMU & KASHMIR,srinagar,2004,24,92,0,261,55,16,0,448,,,,
JAMMU & KASHMIR,udhampur,2004,11,8,0,17,13,4,0,53,udhampur,32.9219726,75.1331482, Jammu & Kashmir
JAMMU & KASHMIR,total,2004,218,632,9,990,264,82,0,2195,,,,
JHARKHAND,bokaro,2004,48,26,29,32,0,16,0,151,,,,
JHARKHAND,chaibasa,2004,37,9,0,17,0,8,0,71,,,,
JHARKHAND,chatra,2004,18,1,15,0,0,4,0,38,,,,
JHARKHAND,deoghar,2004,37,2,16,7,0,17,0,79,,,,
JHARKHAND,dhanbad,2004,38,25,36,53,3,19,0,174,,,,
JHARKHAND,dhanbad rly.,2004,2,1,0,2,0,0,0,5,,,,
JHARKHAND,dumka,2004,50,3,8,31,0,37,0,129,,,,
JHARKHAND,garhwa,2004,32,2,14,2,0,19,2,71,,,,
JHARKHAND,giridih,2004,39,8,52,48,0,36,0,183,,,,
JHARKHAND,godda,2004,86,6,4,0,0,56,0,152,,,,
JHARKHAND,gumla,2004,31,8,1,4,0,14,0,58,,,,
JHARKHAND,hazaribagh,2004,71,18,31,27,0,90,0,237,,,,
JHARKHAND,jamshedpur,2004,76,18,12,40,0,72,0,218,,,,
JHARKHAND,jamshedpur rly.,2004,1,1,0,5,0,0,0,7,,,,
JHARKHAND,jamtara,2004,25,2,3,14,0,18,0,62,,,,
JHARKHAND,koderma,2004,6,4,7,8,0,37,0,62,,,,
JHARKHAND,latehar,2004,12,2,3,4,0,3,0,24,,,,
JHARKHAND,lohardagga,2004,14,1,0,4,0,12,0,31,,,,
JHARKHAND,pakur,2004,37,1,2,3,0,5,0,48,,,,
JHARKHAND,palamu,2004,14,8,24,11,0,18,34,109,,,,
JHARKHAND,ranchi,2004,55,22,9,73,0,62,0,221,,,,
JHARKHAND,sahebganj,2004,26,5,5,22,0,19,0,77,,,,
JHARKHAND,saraikela,2004,26,4,3,4,0,25,0,62,,,,
